,,,,,,,,,
Operating Airline,Operating Airline IATA Code,Published Airline,GEO Region,Activity Type Code,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
EVA Airways,BR,EVA Airways,Asia,Enplaned,14471,Enplaned,14471,2015,April
Emirates,EK,Emirates,Middle East,Deplaned,13876,Deplaned,13876,2015,April
Emirates,EK,Emirates,Middle East,Enplaned,10356,Enplaned,10356,2015,April
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,7479,Deplaned,7479,2015,April
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,4226,Enplaned,4226,2015,April
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,18548,Deplaned,18548,2015,April
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,18263,Enplaned,18263,2015,April
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,14571,Deplaned,14571,2015,April
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,15291,Enplaned,15291,2015,April
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,5879,Deplaned,5879,2015,April
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,5214,Enplaned,5214,2015,April
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,60277,Deplaned,60277,2015,April
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,60254,Enplaned,60254,2015,April
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,10912,Deplaned,10912,2015,April
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,10831,Enplaned,10831,2015,April
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,6978,Deplaned,6978,2015,April
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,5923,Enplaned,5923,2015,April
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,21817,Deplaned,21817,2015,April
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,21809,Enplaned,21809,2015,April
Mesa Airlines,YV,American Airlines,US,Deplaned,3817,Deplaned,3817,2015,April
Mesa Airlines,YV,American Airlines,US,Enplaned,3303,Enplaned,3303,2015,April
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,11569,Deplaned,11569,2015,April
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,9624,Enplaned,9624,2015,April
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,5757,Deplaned,5757,2015,April
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,6438,Enplaned,6438,2015,April
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,14432,Deplaned,14432,2015,April
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,12656,Enplaned,12656,2015,April
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,3999,Deplaned,3999,2015,April
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,3924,Enplaned,3924,2015,April
SkyWest Airlines,OO,United Airlines,US,Deplaned,158219,Deplaned,158219,2015,April
SkyWest Airlines,OO,United Airlines,US,Enplaned,157000,Enplaned,157000,2015,April
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,1325,Deplaned,1325,2015,April
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,11070,Deplaned,11070,2015,April
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,12465,Enplaned,12465,2015,April
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,148792,Deplaned,148792,2015,April
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,146825,Enplaned,146825,2015,April
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,31,Thru / Transit * 2,62,2015,April
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,4833,Deplaned,4833,2015,April
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,5065,Enplaned,5065,2015,April
Swiss International,LX,Swiss International,Europe,Deplaned,6116,Deplaned,6116,2015,April
Swiss International,LX,Swiss International,Europe,Enplaned,5749,Enplaned,5749,2015,April
TACA,TA,TACA,Central America,Deplaned,5334,Deplaned,5334,2015,April
TACA,TA,TACA,Central America,Enplaned,4531,Enplaned,4531,2015,April
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,3631,Deplaned,3631,2015,April
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,3866,Enplaned,3866,2015,April
US Airways,US,US Airways,US,Deplaned,67887,Deplaned,67887,2015,April
US Airways,US,US Airways,US,Enplaned,67841,Enplaned,67841,2015,April
United Airlines,UA,United Airlines,US,Deplaned,30467,Deplaned,30467,2015,April
United Airlines,UA,United Airlines,US,Enplaned,30162,Enplaned,30162,2015,April
United Airlines,UA,United Airlines,US,Thru / Transit,723,Thru / Transit * 2,1446,2015,April
United Airlines,UA,United Airlines,US,Deplaned,237278,Deplaned,237278,2015,April
United Airlines,UA,United Airlines,US,Enplaned,247572,Enplaned,247572,2015,April
United Airlines,UA,United Airlines,US,Thru / Transit,160,Thru / Transit * 2,320,2015,April
United Airlines,UA,United Airlines,US,Deplaned,320370,Deplaned,320370,2015,April
United Airlines,UA,United Airlines,US,Enplaned,310284,Enplaned,310284,2015,April
United Airlines,UA,United Airlines,US,Thru / Transit,179,Thru / Transit * 2,358,2015,April
United Airlines,UA,United Airlines,Asia,Deplaned,72288,Deplaned,72288,2015,April
United Airlines,UA,United Airlines,Asia,Enplaned,62390,Enplaned,62390,2015,April
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,6560,Deplaned,6560,2015,April
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,5065,Enplaned,5065,2015,April
United Airlines,UA,United Airlines,Canada,Deplaned,3541,Deplaned,3541,2015,April
United Airlines,UA,United Airlines,Canada,Enplaned,820,Enplaned,820,2015,April
United Airlines,UA,United Airlines,Canada,Deplaned,5185,Deplaned,5185,2015,April
United Airlines,UA,United Airlines,Canada,Enplaned,1117,Enplaned,1117,2015,April
United Airlines,UA,United Airlines,Canada,Deplaned,4817,Deplaned,4817,2015,April
United Airlines,UA,United Airlines,Canada,Enplaned,12310,Enplaned,12310,2015,April
United Airlines,UA,United Airlines,Europe,Deplaned,25813,Deplaned,25813,2015,April
United Airlines,UA,United Airlines,Europe,Enplaned,26890,Enplaned,26890,2015,April
United Airlines,UA,United Airlines,Mexico,Deplaned,23753,Deplaned,23753,2015,April
United Airlines,UA,United Airlines,Mexico,Enplaned,16840,Enplaned,16840,2015,April
United Airlines,UA,United Airlines,Mexico,Enplaned,109,Enplaned,109,2015,April
United Airlines,UA,United Airlines,Mexico,Enplaned,6173,Enplaned,6173,2015,April
Virgin America,VX,Virgin America,US,Deplaned,164960,Deplaned,164960,2015,April
Virgin America,VX,Virgin America,US,Enplaned,167002,Enplaned,167002,2015,April
Virgin America,VX,Virgin America,Mexico,Deplaned,4788,Deplaned,4788,2015,April
Virgin America,VX,Virgin America,Mexico,Enplaned,4416,Enplaned,4416,2015,April
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,11874,Deplaned,11874,2015,April
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,12478,Enplaned,12478,2015,April
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,6098,Deplaned,6098,2015,May
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,7245,Enplaned,7245,2015,May
Aeromexico,AM,Aeromexico,Mexico,Deplaned,11600,Deplaned,11600,2015,May
Aeromexico,AM,Aeromexico,Mexico,Enplaned,11672,Enplaned,11672,2015,May
Air Canada,AC,Air Canada,Canada,Deplaned,14103,Deplaned,14103,2015,May
Air Canada,AC,Air Canada,Canada,Enplaned,15624,Enplaned,15624,2015,May
Air Canada,AC,Air Canada,Canada,Deplaned,21155,Deplaned,21155,2015,May
Air Canada,AC,Air Canada,Canada,Enplaned,23438,Enplaned,23438,2015,May
Air China,CA,Air China,Asia,Deplaned,8801,Deplaned,8801,2015,May
Air China,CA,Air China,Asia,Enplaned,8234,Enplaned,8234,2015,May
Air France,AF,Air France,Europe,Deplaned,14679,Deplaned,14679,2015,May
Air France,AF,Air France,Europe,Enplaned,15184,Enplaned,15184,2015,May
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,9499,Deplaned,9499,2015,May
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,7996,Enplaned,7996,2015,May
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,59777,Deplaned,59777,2015,May
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,60307,Enplaned,60307,2015,May
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,3657,Deplaned,3657,2015,May
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,3956,Enplaned,3956,2015,May
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,6604,Deplaned,6604,2015,May
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,7412,Enplaned,7412,2015,May
American Airlines,AA,American Airlines,US,Deplaned,121730,Deplaned,121730,2015,May
American Airlines,AA,American Airlines,US,Enplaned,118474,Enplaned,118474,2015,May
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,8411,Deplaned,8411,2015,May
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,8317,Enplaned,8317,2015,May
British Airways,BA,British Airways,Europe,Deplaned,21385,Deplaned,21385,2015,May
British Airways,BA,British Airways,Europe,Enplaned,22075,Enplaned,22075,2015,May
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,18052,Deplaned,18052,2015,May
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,18109,Enplaned,18109,2015,May
China Airlines,CI,China Airlines,Asia,Deplaned,10104,Deplaned,10104,2015,May
China Airlines,CI,China Airlines,Asia,Enplaned,10851,Enplaned,10851,2015,May
China Eastern,MU,China Eastern,Asia,Deplaned,5953,Deplaned,5953,2015,May
China Eastern,MU,China Eastern,Asia,Enplaned,5442,Enplaned,5442,2015,May
China Southern,CZ,China Southern,Asia,Deplaned,2471,Deplaned,2471,2015,May
China Southern,CZ,China Southern,Asia,Enplaned,2471,Enplaned,2471,2015,May
Compass Airlines,CP,Delta Air Lines,US,Deplaned,40916,Deplaned,40916,2015,May
Compass Airlines,CP,Delta Air Lines,US,Enplaned,41896,Enplaned,41896,2015,May
Compass Airlines,CP,Delta Air Lines,US,Thru / Transit,70,Thru / Transit * 2,140,2015,May
Compass Airlines,CP,American Airlines,US,Deplaned,5779,Deplaned,5779,2015,May
Compass Airlines,CP,American Airlines,US,Enplaned,5367,Enplaned,5367,2015,May
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,140772,Deplaned,140772,2015,May
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,138944,Enplaned,138944,2015,May
EVA Airways,BR,EVA Airways,Asia,Deplaned,17824,Deplaned,17824,2015,May
EVA Airways,BR,EVA Airways,Asia,Enplaned,17778,Enplaned,17778,2015,May
Emirates,EK,Emirates,Middle East,Deplaned,13861,Deplaned,13861,2015,May
Emirates,EK,Emirates,Middle East,Enplaned,12950,Enplaned,12950,2015,May
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,8680,Deplaned,8680,2015,May
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,6816,Enplaned,6816,2015,May
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,25399,Deplaned,25399,2015,May
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,18263,Enplaned,18263,2015,May
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,15254,Deplaned,15254,2015,May
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,14332,Enplaned,14332,2015,May
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,5690,Deplaned,5690,2015,May
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6961,Enplaned,6961,2015,May
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,61907,Deplaned,61907,2015,May
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,61200,Enplaned,61200,2015,May
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,11263,Deplaned,11263,2015,May
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,11745,Enplaned,11745,2015,May
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,7440,Deplaned,7440,2015,May
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,7252,Enplaned,7252,2015,May
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,22810,Deplaned,22810,2015,May
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,22847,Enplaned,22847,2015,May
Mesa Airlines,YV,American Airlines,US,Deplaned,345,Deplaned,345,2015,May
Mesa Airlines,YV,American Airlines,US,Enplaned,332,Enplaned,332,2015,May
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,12385,Deplaned,12385,2015,May
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,11923,Enplaned,11923,2015,May
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,5686,Deplaned,5686,2015,May
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,6426,Enplaned,6426,2015,May
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,13730,Deplaned,13730,2015,May
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,15949,Enplaned,15949,2015,May
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,2418,Deplaned,2418,2015,May
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,2362,Enplaned,2362,2015,May
SkyWest Airlines,OO,United Airlines,US,Deplaned,156975,Deplaned,156975,2015,May
SkyWest Airlines,OO,United Airlines,US,Enplaned,155789,Enplaned,155789,2015,May
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,2233,Deplaned,2233,2015,May
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,11959,Deplaned,11959,2015,May
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,15114,Enplaned,15114,2015,May
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,156212,Deplaned,156212,2015,May
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,150449,Enplaned,150449,2015,May
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,40,Thru / Transit * 2,80,2015,May
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,8198,Deplaned,8198,2015,May
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,7567,Enplaned,7567,2015,May
Swiss International,LX,Swiss International,Europe,Deplaned,6557,Deplaned,6557,2015,May
Swiss International,LX,Swiss International,Europe,Enplaned,6505,Enplaned,6505,2015,May
TACA,TA,TACA,Central America,Deplaned,5208,Deplaned,5208,2015,May
TACA,TA,TACA,Central America,Enplaned,5067,Enplaned,5067,2015,May
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,7683,Deplaned,7683,2015,May
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,7987,Enplaned,7987,2015,May
US Airways,US,US Airways,US,Deplaned,43024,Deplaned,43024,2015,May
US Airways,US,US Airways,US,Enplaned,42526,Enplaned,42526,2015,May
US Airways,US,US Airways,US,Deplaned,35431,Deplaned,35431,2015,May
US Airways,US,US Airways,US,Enplaned,35020,Enplaned,35020,2015,May
United Airlines,UA,United Airlines,US,Deplaned,36162,Deplaned,36162,2015,May
United Airlines,UA,United Airlines,US,Enplaned,31968,Enplaned,31968,2015,May
United Airlines,UA,United Airlines,US,Thru / Transit,23,Thru / Transit * 2,46,2015,May
United Airlines,UA,United Airlines,US,Deplaned,256459,Deplaned,256459,2015,May
United Airlines,UA,United Airlines,US,Enplaned,267720,Enplaned,267720,2015,May
United Airlines,UA,United Airlines,US,Thru / Transit,151,Thru / Transit * 2,302,2015,May
United Airlines,UA,United Airlines,US,Deplaned,352219,Deplaned,352219,2015,May
United Airlines,UA,United Airlines,US,Enplaned,341390,Enplaned,341390,2015,May
United Airlines,UA,United Airlines,US,Thru / Transit,187,Thru / Transit * 2,374,2015,May
United Airlines,UA,United Airlines,Asia,Deplaned,73416,Deplaned,73416,2015,May
United Airlines,UA,United Airlines,Asia,Enplaned,77277,Enplaned,77277,2015,May
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,6400,Deplaned,6400,2015,May
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,5522,Enplaned,5522,2015,May
United Airlines,UA,United Airlines,Canada,Deplaned,1485,Deplaned,1485,2015,May
United Airlines,UA,United Airlines,Canada,Enplaned,523,Enplaned,523,2015,May
United Airlines,UA,United Airlines,Canada,Deplaned,7563,Deplaned,7563,2015,May
United Airlines,UA,United Airlines,Canada,Enplaned,1320,Enplaned,1320,2015,May
United Airlines,UA,United Airlines,Canada,Deplaned,8394,Deplaned,8394,2015,May
United Airlines,UA,United Airlines,Canada,Enplaned,13807,Enplaned,13807,2015,May
United Airlines,UA,United Airlines,Europe,Deplaned,37103,Deplaned,37103,2015,May
United Airlines,UA,United Airlines,Europe,Enplaned,40837,Enplaned,40837,2015,May
United Airlines,UA,United Airlines,Mexico,Deplaned,21603,Deplaned,21603,2015,May
United Airlines,UA,United Airlines,Mexico,Enplaned,15187,Enplaned,15187,2015,May
United Airlines,UA,United Airlines,Mexico,Thru / Transit,11,Thru / Transit * 2,22,2015,May
United Airlines,UA,United Airlines,Mexico,Enplaned,165,Enplaned,165,2015,May
United Airlines,UA,United Airlines,Mexico,Enplaned,5575,Enplaned,5575,2015,May
Virgin America,VX,Virgin America,US,Deplaned,172132,Deplaned,172132,2015,May
Virgin America,VX,Virgin America,US,Enplaned,172112,Enplaned,172112,2015,May
Virgin America,VX,Virgin America,Mexico,Deplaned,3671,Deplaned,3671,2015,May
Virgin America,VX,Virgin America,Mexico,Enplaned,3824,Enplaned,3824,2015,May
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,13988,Deplaned,13988,2015,May
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,13399,Enplaned,13399,2015,May
WestJet Airlines,WS,WestJet Airlines,Canada,Deplaned,6614,Deplaned,6614,2015,May
WestJet Airlines,WS,WestJet Airlines,Canada,Enplaned,6931,Enplaned,6931,2015,May
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,7436,Deplaned,7436,2015,June
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,7807,Enplaned,7807,2015,June
Aeromexico,AM,Aeromexico,Mexico,Deplaned,9662,Deplaned,9662,2015,June
Aeromexico,AM,Aeromexico,Mexico,Enplaned,12182,Enplaned,12182,2015,June
Air Canada,AC,Air Canada,Canada,Deplaned,17568,Deplaned,17568,2015,June
Air Canada,AC,Air Canada,Canada,Enplaned,19025,Enplaned,19025,2015,June
Air Canada,AC,Air Canada,Canada,Deplaned,26353,Deplaned,26353,2015,June
Air Canada,AC,Air Canada,Canada,Enplaned,28538,Enplaned,28538,2015,June
Air China,CA,Air China,Asia,Deplaned,9438,Deplaned,9438,2015,June
Air China,CA,Air China,Asia,Enplaned,9193,Enplaned,9193,2015,June
Air France,AF,Air France,Europe,Deplaned,21655,Deplaned,21655,2015,June
Air France,AF,Air France,Europe,Enplaned,22478,Enplaned,22478,2015,June
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,8812,Deplaned,8812,2015,June
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,8303,Enplaned,8303,2015,June
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,58381,Deplaned,58381,2015,June
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,62314,Enplaned,62314,2015,June
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,5333,Deplaned,5333,2015,June
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,5397,Enplaned,5397,2015,June
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,7123,Deplaned,7123,2015,June
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,7302,Enplaned,7302,2015,June
American Airlines,AA,American Airlines,US,Deplaned,122821,Deplaned,122821,2015,June
American Airlines,AA,American Airlines,US,Enplaned,124640,Enplaned,124640,2015,June
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,8249,Deplaned,8249,2015,June
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,8250,Enplaned,8250,2015,June
British Airways,BA,British Airways,Europe,Deplaned,20629,Deplaned,20629,2015,June
British Airways,BA,British Airways,Europe,Enplaned,21315,Enplaned,21315,2015,June
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,19842,Deplaned,19842,2015,June
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,20843,Enplaned,20843,2015,June
China Airlines,CI,China Airlines,Asia,Deplaned,10172,Deplaned,10172,2015,June
China Airlines,CI,China Airlines,Asia,Enplaned,10503,Enplaned,10503,2015,June
China Eastern,MU,China Eastern,Asia,Deplaned,5869,Deplaned,5869,2015,June
